,TASK1,TASK2,TASK3,TASK4,TASK5,TASK6,TASK1*TASK1,TASK1*TASK2,TASK1*TASK3,TASK1*TASK4,TASK1*TASK5,TASK1*TASK6,TASK2*TASK2,TASK2*TASK3,TASK2*TASK4,TASK2*TASK5,TASK2*TASK6,TASK3*TASK3,TASK3*TASK4,TASK3*TASK5,TASK3*TASK6,TASK4*TASK4,TASK4*TASK5,TASK4*TASK6,TASK5*TASK5,TASK5*TASK6,TASK6*TASK6,TASKM
0,0.13852543854686272,0.4052216004293767,0.5470941974559133,0.2756247308353553,0.31937818833549986,-0.12718675476729213,0.2509596964270742,0.35483883105783404,0.2964635306407857,0.26832959954840624,0.2632575855600672,0.018633899812498255,0.46104152315262636,0.37601910980023256,0.4267733619512466,0.3673875854752521,0.19006690809624022,0.6148298417169861,0.6217059012290292,0.41324207983937,0.06454972243679033,0.27802480845717187,0.33325670900440146,-0.13469105296500805,0.35781322366606727,-0.06829877767625107,-0.09826913871253817,0.9999999999999999
