,BFX1,BFX2,BFX3,BFX4,BFX5,BFX6,BFX7,BFX8,BFX9,BFX10,BFX11,BFX12,BFX13,BFX14,BFX15,BFX1*BFX1,BFX1*BFX2,BFX1*BFX3,BFX1*BFX4,BFX1*BFX5,BFX1*BFX6,BFX1*BFX7,BFX1*BFX8,BFX1*BFX9,BFX1*BFX10,BFX1*BFX11,BFX1*BFX12,BFX1*BFX13,BFX1*BFX14,BFX1*BFX15,BFX2*BFX2,BFX2*BFX3,BFX2*BFX4,BFX2*BFX5,BFX2*BFX6,BFX2*BFX7,BFX2*BFX8,BFX2*BFX9,BFX2*BFX10,BFX2*BFX11,BFX2*BFX12,BFX2*BFX13,BFX2*BFX14,BFX2*BFX15,BFX3*BFX3,BFX3*BFX4,BFX3*BFX5,BFX3*BFX6,BFX3*BFX7,BFX3*BFX8,BFX3*BFX9,BFX3*BFX10,BFX3*BFX11,BFX3*BFX12,BFX3*BFX13,BFX3*BFX14,BFX3*BFX15,BFX4*BFX4,BFX4*BFX5,BFX4*BFX6,BFX4*BFX7,BFX4*BFX8,BFX4*BFX9,BFX4*BFX10,BFX4*BFX11,BFX4*BFX12,BFX4*BFX13,BFX4*BFX14,BFX4*BFX15,BFX5*BFX5,BFX5*BFX6,BFX5*BFX7,BFX5*BFX8,BFX5*BFX9,BFX5*BFX10,BFX5*BFX11,BFX5*BFX12,BFX5*BFX13,BFX5*BFX14,BFX5*BFX15,BFX6*BFX6,BFX6*BFX7,BFX6*BFX8,BFX6*BFX9,BFX6*BFX10,BFX6*BFX11,BFX6*BFX12,BFX6*BFX13,BFX6*BFX14,BFX6*BFX15,BFX7*BFX7,BFX7*BFX8,BFX7*BFX9,BFX7*BFX10,BFX7*BFX11,BFX7*BFX12,BFX7*BFX13,BFX7*BFX14,BFX7*BFX15,BFX8*BFX8,BFX8*BFX9,BFX8*BFX10,BFX8*BFX11,BFX8*BFX12,BFX8*BFX13,BFX8*BFX14,BFX8*BFX15,BFX9*BFX9,BFX9*BFX10,BFX9*BFX11,BFX9*BFX12,BFX9*BFX13,BFX9*BFX14,BFX9*BFX15,BFX10*BFX10,BFX10*BFX11,BFX10*BFX12,BFX10*BFX13,BFX10*BFX14,BFX10*BFX15,BFX11*BFX11,BFX11*BFX12,BFX11*BFX13,BFX11*BFX14,BFX11*BFX15,BFX12*BFX12,BFX12*BFX13,BFX12*BFX14,BFX12*BFX15,BFX13*BFX13,BFX13*BFX14,BFX13*BFX15,BFX14*BFX14,BFX14*BFX15,BFX15*BFX15,TA5
0,-0.0462687693352548,-0.26344718413384105,0.19444444444444448,0.05368235500673983,0.06310084853663053,-0.10781108650426621,0.25962980250740914,0.18783088361360908,-0.01921183198419602,0.12263167804995263,0.06539283437558861,0.010758287072798349,0.07641244171801478,-0.08322724375074929,-0.13772741504328898,-0.08005922267240308,-0.23108242182300273,-0.02552500453501372,-0.14511353043953965,-0.1171484405193266,-0.07939735948663698,0.10285882219856128,-0.08060623165650825,-0.1953415206285865,0.016517595066188877,0.14248386205939723,0.06526586280930022,-7.337201084831454e-18,-0.061574311629746956,-0.19872633846265894,-0.2164048669647518,-0.1374819701504675,-0.2867458230639038,-0.18397900566801206,-0.24877869323281612,0.06454972243679027,-0.21670921385690203,-0.37287204885163333,-0.01602360413072576,-0.054433105395181744,-0.07288377773127683,-0.18343163828524614,-0.1808553647937587,-0.20393413768732724,0.18558274414674306,0.06416395589078244,0.04924473669043986,-0.009780594994873987,0.21051426774547874,0.20278248622131803,0.04935457173984442,0.09340808971963414,0.08977760215763432,0.04150485375764603,0.09237543797867333,0.01429154876187574,-0.04673101284100372,-0.00478256812536215,0.023618386670511842,-0.10783228222493882,0.16809184261861454,-0.018036445411340536,0.019945205599220583,0.05371090458126005,0.09797068862374912,-0.0019139816387875508,0.06672006408545296,-0.03740660010403622,-0.1256224438135719,-0.052849570610466946,-0.08511423217918752,0.2214256849505146,0.14074012386668677,-0.05293998327433236,0.036994244374524164,0.12758901896872826,0.05681142009955326,0.020515248496555435,-0.0561908728862673,-0.21388817019162742,-0.08686528952499203,0.14387358677506204,-0.031148699049478035,-0.21474568192745588,0.0605030123477826,0.05578655678293354,-0.014661506724289773,-0.09444444444444439,-0.14853523377384545,-0.21547593597425208,0.1830807116848345,0.16253037255958427,0.23947278674103012,0.14843306269399495,0.025546722174644897,0.024164997101196326,0.16411019790876516,0.156708743973728,0.265119146788325,0.08474198347438124,0.055814557218594685,0.0753080095095886,0.16656530640267447,0.015566167227320403,0.22491901880992973,0.08437585121707236,-0.02825786030642301,-0.060814736935423955,0.0847155881695728,0.0498938951312544,-0.05073462894318408,-0.006481050175942729,-0.18403028893032747,-0.19113692926837494,0.11548914453059715,0.06148873228105181,0.03820550087670511,0.09841562176732874,0.07782262678224154,0.07813176377647257,0.14265277775662769,0.11641239786659159,0.005261263597893081,-0.022379367876641534,-0.10271927240465614,0.06312564122032233,-0.021491403646656065,-0.05612545414479502,-0.11253829617297212,0.05014152661149106,-0.040206271030532,-0.09388592873602339,-0.09353827135778123,-0.23005486686218823,-0.13755485433002995,1.0
