,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP1*GP1,GP1*GP2,GP1*GP3,GP1*GP4,GP1*GP5,GP1*GP6,GP1*GP7,GP1*GP8,GP2*GP2,GP2*GP3,GP2*GP4,GP2*GP5,GP2*GP6,GP2*GP7,GP2*GP8,GP3*GP3,GP3*GP4,GP3*GP5,GP3*GP6,GP3*GP7,GP3*GP8,GP4*GP4,GP4*GP5,GP4*GP6,GP4*GP7,GP4*GP8,GP5*GP5,GP5*GP6,GP5*GP7,GP5*GP8,GP6*GP6,GP6*GP7,GP6*GP8,GP7*GP7,GP7*GP8,GP8*GP8,PEERW
0,0.38887670626871695,0.38887670626871695,0.1980769090176986,0.325341760982554,0.04383946891344969,0.4174382722658545,-0.0915482676891118,0.2716526839972166,0.34157026674156044,0.34157026674156044,0.20816680195074502,0.3105858167676881,0.2945011002922479,0.35613417027733224,0.27831134833163557,0.28784751921696217,0.34157026674156044,0.20816680195074502,0.3105858167676881,0.2945011002922479,0.35613417027733224,0.27831134833163557,0.28784751921696217,0.19498158703078294,0.21988111143246758,0.1336253887345328,0.23197399618311704,0.1149603692193246,0.1567446604291223,0.27963346303094067,0.28091879043127266,0.3312411110454321,0.26191871982481996,0.36220357866295544,0.06229224101130616,0.36153012897878056,-0.10916163213180083,0.24393302236484748,0.35215412591819784,0.2986988028933869,0.35479957099022325,-0.1737934116503431,0.1113998826438308,0.2716526839972166,1.0
