,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP1*GP1,GP1*GP2,GP1*GP3,GP1*GP4,GP1*GP5,GP1*GP6,GP1*GP7,GP1*GP8,GP2*GP2,GP2*GP3,GP2*GP4,GP2*GP5,GP2*GP6,GP2*GP7,GP2*GP8,GP3*GP3,GP3*GP4,GP3*GP5,GP3*GP6,GP3*GP7,GP3*GP8,GP4*GP4,GP4*GP5,GP4*GP6,GP4*GP7,GP4*GP8,GP5*GP5,GP5*GP6,GP5*GP7,GP5*GP8,GP6*GP6,GP6*GP7,GP6*GP8,GP7*GP7,GP7*GP8,GP8*GP8,TA4
0,0.41551636087384836,0.41551636087384836,0.16444837862006798,0.49512583453275677,0.3488654550385255,0.2976833630141003,-0.05238227218271834,0.09128709291752773,0.4515112546737977,0.4515112546737977,0.264829928142406,0.4923675511175165,0.43085107328737754,0.39995149377752226,0.324388744625385,0.19300225088088296,0.4515112546737977,0.264829928142406,0.4923675511175165,0.43085107328737754,0.39995149377752226,0.324388744625385,0.19300225088088296,0.2564228416031625,0.38389066696599256,0.21910777877234486,0.20806368350447774,0.12597756339885105,0.11015434333417067,0.48029025171470624,0.4318215897661314,0.4277719185707185,0.40873531940348923,0.24777925220471805,0.3856946383117956,0.304691814514249,0.18994783013690716,0.29994330530044827,0.4090911486685433,0.24147469488552006,0.07149514543302085,-0.09682458365518543,0.012782749814122836,0.09128709291752773,0.9999999999999999
