,BFX1,BFX2,BFX3,BFX4,BFX5,BFX6,BFX7,BFX8,BFX9,BFX10,BFX11,BFX12,BFX13,BFX14,BFX15,BFX1*BFX1,BFX1*BFX2,BFX1*BFX3,BFX1*BFX4,BFX1*BFX5,BFX1*BFX6,BFX1*BFX7,BFX1*BFX8,BFX1*BFX9,BFX1*BFX10,BFX1*BFX11,BFX1*BFX12,BFX1*BFX13,BFX1*BFX14,BFX1*BFX15,BFX2*BFX2,BFX2*BFX3,BFX2*BFX4,BFX2*BFX5,BFX2*BFX6,BFX2*BFX7,BFX2*BFX8,BFX2*BFX9,BFX2*BFX10,BFX2*BFX11,BFX2*BFX12,BFX2*BFX13,BFX2*BFX14,BFX2*BFX15,BFX3*BFX3,BFX3*BFX4,BFX3*BFX5,BFX3*BFX6,BFX3*BFX7,BFX3*BFX8,BFX3*BFX9,BFX3*BFX10,BFX3*BFX11,BFX3*BFX12,BFX3*BFX13,BFX3*BFX14,BFX3*BFX15,BFX4*BFX4,BFX4*BFX5,BFX4*BFX6,BFX4*BFX7,BFX4*BFX8,BFX4*BFX9,BFX4*BFX10,BFX4*BFX11,BFX4*BFX12,BFX4*BFX13,BFX4*BFX14,BFX4*BFX15,BFX5*BFX5,BFX5*BFX6,BFX5*BFX7,BFX5*BFX8,BFX5*BFX9,BFX5*BFX10,BFX5*BFX11,BFX5*BFX12,BFX5*BFX13,BFX5*BFX14,BFX5*BFX15,BFX6*BFX6,BFX6*BFX7,BFX6*BFX8,BFX6*BFX9,BFX6*BFX10,BFX6*BFX11,BFX6*BFX12,BFX6*BFX13,BFX6*BFX14,BFX6*BFX15,BFX7*BFX7,BFX7*BFX8,BFX7*BFX9,BFX7*BFX10,BFX7*BFX11,BFX7*BFX12,BFX7*BFX13,BFX7*BFX14,BFX7*BFX15,BFX8*BFX8,BFX8*BFX9,BFX8*BFX10,BFX8*BFX11,BFX8*BFX12,BFX8*BFX13,BFX8*BFX14,BFX8*BFX15,BFX9*BFX9,BFX9*BFX10,BFX9*BFX11,BFX9*BFX12,BFX9*BFX13,BFX9*BFX14,BFX9*BFX15,BFX10*BFX10,BFX10*BFX11,BFX10*BFX12,BFX10*BFX13,BFX10*BFX14,BFX10*BFX15,BFX11*BFX11,BFX11*BFX12,BFX11*BFX13,BFX11*BFX14,BFX11*BFX15,BFX12*BFX12,BFX12*BFX13,BFX12*BFX14,BFX12*BFX15,BFX13*BFX13,BFX13*BFX14,BFX13*BFX15,BFX14*BFX14,BFX14*BFX15,BFX15*BFX15,TASKG
0,0.3273700211626539,0.20646923998761282,-0.25774176535839693,0.05010500111358802,0.04157354325500469,-0.036211660140792426,0.010200541867176362,-0.061378525774748935,-0.34433300832334873,0.03182833529567735,0.016972327962381115,0.24571804673358044,-0.07551568698336034,0.29277265735107444,-0.11234565760828251,0.3083366124201494,0.16809391297073614,0.05905268255991139,0.0757317198275612,0.11661991805055223,0.22833291295955355,0.34804203541192397,0.06365287898360068,-0.16688667698995138,0.3522942486752601,0.12145150849043365,0.3557268379236265,0.21698113207547182,0.389257655091864,0.17330647314887035,0.1675478786312336,0.02586300007539361,0.11794185471481067,0.2320155527242802,0.12163894960409306,-0.12285902336679029,-0.0077987610312632355,0.017170070493586136,-0.117227099532705,0.3399500518250426,0.24944787119452025,0.007410774138775065,0.2554377859733861,0.017935965951824326,-0.2810111931819448,-0.2533135182983079,-0.20290128946852432,-0.11042458759404063,-0.29538532407650464,-0.259711895377912,-0.4322727805369399,-0.2857272441597973,-0.04523184196078318,-0.17033766120281693,-0.22143414544862788,0.027201444979136975,-0.24682029154624777,0.12715439897427747,0.029968958401845984,-0.3282927856061846,-0.03654866090508641,-0.07601464811308367,-0.14642556927575318,-0.028247554074284448,0.1140901630567506,0.2996307306836174,-0.012698988629324313,0.09492916329225744,-0.19213407951713046,0.04975987056096141,-0.22612492226957134,-0.0356150516083062,-0.084998489709675,-0.2689165805915868,-0.04290732833935415,0.21540660367577524,0.3510539069869659,-0.05124939860752449,0.13544005181518382,-0.12855740402790755,0.11972373249392058,0.15020219903134246,-0.017001149678745654,-0.45114600495185886,0.10194210624350984,0.03619768689692246,-0.02283185027136814,-0.19033238057235458,0.1136253315797113,-0.0033677776519189942,0.03492647844690581,-0.07414782792231181,-0.18067129722426437,0.10426192422904784,-0.2575535786940198,-0.020997176069715247,-0.07502640919434318,0.08160148118996939,-0.05643637446316241,-0.08441691985051643,-0.2722225121164304,-0.05375082272297074,-0.1563717773008165,-0.11427733278372586,-0.09012499428650976,-0.028189471735309453,-0.17108830761370142,-0.36184721889897026,-0.30156185647563555,-0.13303952261314347,0.08902033117944809,-0.26135919200878904,-0.1377159857627898,-0.3861659550541874,0.14987266233254515,-0.05015698625755194,0.042969395966678245,-0.11307538280926395,0.1340148335901432,-0.050874489413844065,0.06787860696419494,0.22966154529205543,-0.05069530928616176,0.2047473031625655,0.0942628033001493,0.36506670458500184,0.03451367827611089,0.30146352561540335,0.09062173076067054,-0.1111321996192763,0.07652555279178448,-0.22667832663375972,0.21213279960746556,0.09514441153992251,-0.20958479666141672,1.0
