,WEIP1,WEIP2,WEIP3,WEIP4,WEIP5,WEIP6,WEIP7,WEIP8,WEIP9,WEIP10,WEIP11,WEIP12,WEIP13,WEIP14,WEIP15,WEIP16,WEIP1*WEIP1,WEIP1*WEIP2,WEIP1*WEIP3,WEIP1*WEIP4,WEIP1*WEIP5,WEIP1*WEIP6,WEIP1*WEIP7,WEIP1*WEIP8,WEIP1*WEIP9,WEIP1*WEIP10,WEIP1*WEIP11,WEIP1*WEIP12,WEIP1*WEIP13,WEIP1*WEIP14,WEIP1*WEIP15,WEIP1*WEIP16,WEIP2*WEIP2,WEIP2*WEIP3,WEIP2*WEIP4,WEIP2*WEIP5,WEIP2*WEIP6,WEIP2*WEIP7,WEIP2*WEIP8,WEIP2*WEIP9,WEIP2*WEIP10,WEIP2*WEIP11,WEIP2*WEIP12,WEIP2*WEIP13,WEIP2*WEIP14,WEIP2*WEIP15,WEIP2*WEIP16,WEIP3*WEIP3,WEIP3*WEIP4,WEIP3*WEIP5,WEIP3*WEIP6,WEIP3*WEIP7,WEIP3*WEIP8,WEIP3*WEIP9,WEIP3*WEIP10,WEIP3*WEIP11,WEIP3*WEIP12,WEIP3*WEIP13,WEIP3*WEIP14,WEIP3*WEIP15,WEIP3*WEIP16,WEIP4*WEIP4,WEIP4*WEIP5,WEIP4*WEIP6,WEIP4*WEIP7,WEIP4*WEIP8,WEIP4*WEIP9,WEIP4*WEIP10,WEIP4*WEIP11,WEIP4*WEIP12,WEIP4*WEIP13,WEIP4*WEIP14,WEIP4*WEIP15,WEIP4*WEIP16,WEIP5*WEIP5,WEIP5*WEIP6,WEIP5*WEIP7,WEIP5*WEIP8,WEIP5*WEIP9,WEIP5*WEIP10,WEIP5*WEIP11,WEIP5*WEIP12,WEIP5*WEIP13,WEIP5*WEIP14,WEIP5*WEIP15,WEIP5*WEIP16,WEIP6*WEIP6,WEIP6*WEIP7,WEIP6*WEIP8,WEIP6*WEIP9,WEIP6*WEIP10,WEIP6*WEIP11,WEIP6*WEIP12,WEIP6*WEIP13,WEIP6*WEIP14,WEIP6*WEIP15,WEIP6*WEIP16,WEIP7*WEIP7,WEIP7*WEIP8,WEIP7*WEIP9,WEIP7*WEIP10,WEIP7*WEIP11,WEIP7*WEIP12,WEIP7*WEIP13,WEIP7*WEIP14,WEIP7*WEIP15,WEIP7*WEIP16,WEIP8*WEIP8,WEIP8*WEIP9,WEIP8*WEIP10,WEIP8*WEIP11,WEIP8*WEIP12,WEIP8*WEIP13,WEIP8*WEIP14,WEIP8*WEIP15,WEIP8*WEIP16,WEIP9*WEIP9,WEIP9*WEIP10,WEIP9*WEIP11,WEIP9*WEIP12,WEIP9*WEIP13,WEIP9*WEIP14,WEIP9*WEIP15,WEIP9*WEIP16,WEIP10*WEIP10,WEIP10*WEIP11,WEIP10*WEIP12,WEIP10*WEIP13,WEIP10*WEIP14,WEIP10*WEIP15,WEIP10*WEIP16,WEIP11*WEIP11,WEIP11*WEIP12,WEIP11*WEIP13,WEIP11*WEIP14,WEIP11*WEIP15,WEIP11*WEIP16,WEIP12*WEIP12,WEIP12*WEIP13,WEIP12*WEIP14,WEIP12*WEIP15,WEIP12*WEIP16,WEIP13*WEIP13,WEIP13*WEIP14,WEIP13*WEIP15,WEIP13*WEIP16,WEIP14*WEIP14,WEIP14*WEIP15,WEIP14*WEIP16,WEIP15*WEIP15,WEIP15*WEIP16,WEIP16*WEIP16,KNO6
0,0.18734926300759572,0.2760138662753438,-0.09120043381288435,0.2710460299096217,0.0720556158198709,0.32129948735215835,0.0008757870293325827,0.11082526233113657,0.12710924133667229,0.3067753698540461,0.1762720439038412,0.3770318432029592,0.42534208103603977,0.22298542181782566,0.31188422543694927,0.04367498990532355,0.13921949024243793,0.17007310429661662,0.021982315555905373,0.1863511062771662,0.06900544955462388,0.3067685041709936,-0.007536713134624081,0.09358958440660516,0.08424617418451798,0.20341921458390624,0.20783542834018304,0.29623556642479226,0.2704983471378105,0.2095388772952039,0.30151522015284926,0.038054072213497984,0.2682488357766539,-0.00738584756914203,0.16204052044061082,0.1338566254870748,0.23627816958366435,0.05762038794785394,0.032241196300444086,0.005564278450830248,0.3295857121788862,0.239191334009362,0.3469877273585774,0.36174591551263413,0.17064713708368434,0.3325334038795153,0.11250453286367004,-0.1122077503560467,0.1608193905808505,0.11149092489661158,0.13840045015606872,-0.1362785108647671,-0.08141232854610686,-0.029583120945967857,0.16016743727440608,-0.022389786279678702,0.08710698258704938,0.046301481377796126,-0.05459649150190811,0.01569906989810435,-0.1969802050952739,0.25773857069587297,0.1306076724434964,0.36765417032081327,0.0790727165505326,0.20276491916253445,0.20154630425820894,0.2255056054035719,0.22080029412830646,0.30568072113823375,0.2921569005420418,0.23032365589384277,0.34275790689195207,0.13957091702851343,0.12316830278791119,0.16316479493308153,0.058465836892886314,-0.041474472674110606,0.13622785516417396,0.17080762279662917,0.20866340509403158,0.17710493895292323,0.16704834553709658,0.20533213625847094,0.17642273213247764,0.1460359383231403,0.38272001146855794,0.17747819287541233,0.2627866301171804,0.2811228167385442,0.2424245006884174,0.2739135881495173,0.34097605099871586,0.3798127759877539,0.385319046164285,0.32777965078989024,0.06791521666916916,-0.03645463509596713,0.017479981192232083,0.004571864577829161,0.2539007352514563,0.007385847569142015,0.20294593211321077,0.16992243289452755,0.14210031933984263,0.010503491678416382,-0.19234332511527258,0.18323842353236397,0.2309233517402081,0.039513092350642216,0.09510525630442605,0.2133763221396607,0.1563600551820015,0.26112914504752294,0.10391170763969364,-0.1317782689489115,0.08642497929869913,0.21388299168067781,0.07068003270726482,0.21472765909202404,0.2710221077514918,0.21045632241603793,0.12416181741874394,-0.10838394164025981,0.2941781550347774,0.36343113394769794,0.33060307864482424,0.3905961340252408,0.3319426791696418,0.33001932286558006,0.29296534443260086,0.13548691184626072,0.2547966786055606,0.2840899224302993,0.10694418853501728,0.20906031041342393,0.06077384690467204,0.3467654313067949,0.4728894514176359,0.26465875576748393,0.3634245472798048,0.24952483694366992,0.41708064259258953,0.2628968383195548,0.4087356576854714,0.2775521470275939,0.166553994004347,0.25945176345527277,0.19606893089664457,0.2580046441253917,0.034384131146324964,-0.027161848004721944,0.9999999999999998
