,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,PEERC
0,-0.18110522665250714,-0.20126311080196738,0.20931525642723964,0.29865143396349714,0.14748612558045746,0.32638530282762146,-0.19785209539445775,-0.26382844895487245,-0.015069099558961345,-0.18209565458608712,-0.1690876288220395,-0.05816831499840875,-0.1313693642953317,-0.036944492593561785,0.2556239414775138,0.028921470675214698,-0.13509622132593008,0.16946856395050747,0.21880992078528608,0.13149815529535683,0.09557705739388811,0.19490176032511497,0.08743517815194594,0.30431847692960745,0.04068084154507855,0.1877096143751275,0.28773179331957793,1.0
