,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,TASKM
0,-0.3230240117934298,0.23815290252115992,0.06745127888493016,-0.30238849528931055,-0.0476130498801714,-0.13371451484915411,0.23535188170317592,0.1679399547213342,0.08623073996015503,0.9999999999999999
