,WEIP1,WEIP2,WEIP3,WEIP4,WEIP5,WEIP6,WEIP7,WEIP8,WEIP9,WEIP10,WEIP11,WEIP12,WEIP13,WEIP14,WEIP15,WEIP16,WEIP1*WEIP1,WEIP1*WEIP2,WEIP1*WEIP3,WEIP1*WEIP4,WEIP1*WEIP5,WEIP1*WEIP6,WEIP1*WEIP7,WEIP1*WEIP8,WEIP1*WEIP9,WEIP1*WEIP10,WEIP1*WEIP11,WEIP1*WEIP12,WEIP1*WEIP13,WEIP1*WEIP14,WEIP1*WEIP15,WEIP1*WEIP16,WEIP2*WEIP2,WEIP2*WEIP3,WEIP2*WEIP4,WEIP2*WEIP5,WEIP2*WEIP6,WEIP2*WEIP7,WEIP2*WEIP8,WEIP2*WEIP9,WEIP2*WEIP10,WEIP2*WEIP11,WEIP2*WEIP12,WEIP2*WEIP13,WEIP2*WEIP14,WEIP2*WEIP15,WEIP2*WEIP16,WEIP3*WEIP3,WEIP3*WEIP4,WEIP3*WEIP5,WEIP3*WEIP6,WEIP3*WEIP7,WEIP3*WEIP8,WEIP3*WEIP9,WEIP3*WEIP10,WEIP3*WEIP11,WEIP3*WEIP12,WEIP3*WEIP13,WEIP3*WEIP14,WEIP3*WEIP15,WEIP3*WEIP16,WEIP4*WEIP4,WEIP4*WEIP5,WEIP4*WEIP6,WEIP4*WEIP7,WEIP4*WEIP8,WEIP4*WEIP9,WEIP4*WEIP10,WEIP4*WEIP11,WEIP4*WEIP12,WEIP4*WEIP13,WEIP4*WEIP14,WEIP4*WEIP15,WEIP4*WEIP16,WEIP5*WEIP5,WEIP5*WEIP6,WEIP5*WEIP7,WEIP5*WEIP8,WEIP5*WEIP9,WEIP5*WEIP10,WEIP5*WEIP11,WEIP5*WEIP12,WEIP5*WEIP13,WEIP5*WEIP14,WEIP5*WEIP15,WEIP5*WEIP16,WEIP6*WEIP6,WEIP6*WEIP7,WEIP6*WEIP8,WEIP6*WEIP9,WEIP6*WEIP10,WEIP6*WEIP11,WEIP6*WEIP12,WEIP6*WEIP13,WEIP6*WEIP14,WEIP6*WEIP15,WEIP6*WEIP16,WEIP7*WEIP7,WEIP7*WEIP8,WEIP7*WEIP9,WEIP7*WEIP10,WEIP7*WEIP11,WEIP7*WEIP12,WEIP7*WEIP13,WEIP7*WEIP14,WEIP7*WEIP15,WEIP7*WEIP16,WEIP8*WEIP8,WEIP8*WEIP9,WEIP8*WEIP10,WEIP8*WEIP11,WEIP8*WEIP12,WEIP8*WEIP13,WEIP8*WEIP14,WEIP8*WEIP15,WEIP8*WEIP16,WEIP9*WEIP9,WEIP9*WEIP10,WEIP9*WEIP11,WEIP9*WEIP12,WEIP9*WEIP13,WEIP9*WEIP14,WEIP9*WEIP15,WEIP9*WEIP16,WEIP10*WEIP10,WEIP10*WEIP11,WEIP10*WEIP12,WEIP10*WEIP13,WEIP10*WEIP14,WEIP10*WEIP15,WEIP10*WEIP16,WEIP11*WEIP11,WEIP11*WEIP12,WEIP11*WEIP13,WEIP11*WEIP14,WEIP11*WEIP15,WEIP11*WEIP16,WEIP12*WEIP12,WEIP12*WEIP13,WEIP12*WEIP14,WEIP12*WEIP15,WEIP12*WEIP16,WEIP13*WEIP13,WEIP13*WEIP14,WEIP13*WEIP15,WEIP13*WEIP16,WEIP14*WEIP14,WEIP14*WEIP15,WEIP14*WEIP16,WEIP15*WEIP15,WEIP15*WEIP16,WEIP16*WEIP16,TASKG
0,0.401308246106373,0.30272793867060244,0.1434684299576431,0.19036384827209388,-0.10840884841107375,-0.01613836456935747,0.3453460843936939,0.13909571353849884,0.35368734571889926,-0.34545110720648114,0.06180910033182591,-0.33679560196087255,-0.16604875203924066,-0.028038607704602203,0.044594757468367115,0.0754784286651649,0.4079047224654078,0.3758701218629863,0.29721729806055314,0.39536209364756547,0.025767690693849692,0.15881620242034564,0.42953620069662934,0.18069775254972717,0.45325165105221044,-0.25473366689439375,0.21026483715593935,-0.13367283059568022,0.08870399673070062,0.14809372505989055,0.1893814195108727,0.19374915033365356,0.3326178713937323,0.14031266446903637,0.3387390433774803,-0.0025298707021185205,0.10957582335289498,0.4530472967579991,0.16621682329118642,0.3756277018865229,-0.23081501272590607,0.19593103256259592,-0.12473794782050462,0.08870399673070063,0.163693689279524,0.04248025770884868,0.10416991932610804,0.14739473578907744,0.21906011703004963,0.06734655730504566,0.06709328066025867,0.33738029124498026,0.1682615993385473,0.39714557230396846,-0.39753594885951543,-0.02122328689226022,-0.30379065370701835,-0.21192209720950841,-0.07113055026339732,0.06872743631012579,0.16647610006867142,0.22826227272275598,-0.14493611175261695,0.04194901716983081,0.28992578553940385,0.18323156627951168,0.3066909864744843,-0.2958948971099648,0.14831738584237936,-0.13662913353371284,-0.008333711287994088,0.14103684285355247,0.049152259970590244,0.12095289927574394,-0.06278531110435513,-0.10726694755856714,0.19501098660551738,0.07930515857181437,0.1971961770916186,-0.2692610584738831,0.00800196338922346,-0.22041815978041507,-0.19189289972931425,-0.03896214179825829,-0.14702252932335402,-0.2806649742412327,-0.09651823203444859,0.23832816548911884,0.13333938060790543,0.29559195467676286,-0.3568674112755883,0.05108222604530739,-0.30821199976128266,-0.19055141738673886,-0.08344480298049842,-0.007628200030672153,0.011955702496470271,0.3763732716634399,0.26368010637777195,0.46892882038076683,-0.21617620886113365,0.32107582680302016,-0.014539783933873231,0.02684492308013186,0.06993879914819552,0.3513138776494225,0.29221521031020364,0.09655891219467708,0.33225465167061496,-0.14320828753155124,0.14098694857211444,-0.14483836829201557,-0.07605705874946511,-0.05363029001751804,0.2124149651795837,0.10590422109378261,0.33752620545073386,-0.2096900972254328,0.2877308921190638,0.03455630423812348,0.14017095914047825,0.28477776194682236,0.16866245780682723,0.13549396113178527,-0.33004839935847746,-0.22609072440973405,-0.32437146903845365,-0.26501532698114516,-0.27902799603448225,-0.3301598405466607,-0.33141306197752335,0.031834930338390396,-0.23171176936477175,-0.1005476117606933,0.0366067132910889,-0.13076336109084064,-0.011806953326181157,-0.341847046981728,-0.21407972970068037,-0.1391304362937061,-0.3612973484667266,-0.2100446939516616,-0.14684461964287057,-0.06535725520966021,-0.232948711667015,-0.10688103776221802,-0.059100400364746515,-0.0897909755439695,-0.07364708650579556,-0.05442625975528854,0.038325120795515144,0.027892286509035177,1.0
