,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,TA5
0,-0.2563096836445085,0.1176093840350962,-0.015073854388204487,0.016722501552266247,0.10001653302482989,0.2824779991128043,-0.2816838412493992,-0.13055824196677335,-0.26569371377681844,-0.19724156693618156,-0.12729376930432884,-0.1490196435274948,0.09651100402393102,0.16766647567452375,0.17334932546435158,0.20819808786086785,0.2097488010246607,0.01960784313725491,-0.1494672889265627,-0.06865641125869566,0.01851851851851845,-0.014035865351108649,-0.08054961244402359,0.022111192937718037,-0.008711806224821957,0.1272937693043289,0.24858136590108895,1.0
