,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,PEERW
0,0.35709530948288853,0.22499666527202253,0.05617152083030297,-0.08673390749193498,0.41404403830233516,0.3246144063828731,0.320242563630102,0.06349656312450541,0.2851250939423985,0.25768873606644227,0.18893289559804974,-0.0024346025269007966,-0.11318317048808904,-0.1504678274965456,1.0
