,BFX1,BFX2,BFX3,BFX4,BFX5,BFX6,BFX7,BFX8,BFX9,BFX10,BFX11,BFX12,BFX13,BFX14,BFX15,BFX1*BFX1,BFX1*BFX2,BFX1*BFX3,BFX1*BFX4,BFX1*BFX5,BFX1*BFX6,BFX1*BFX7,BFX1*BFX8,BFX1*BFX9,BFX1*BFX10,BFX1*BFX11,BFX1*BFX12,BFX1*BFX13,BFX1*BFX14,BFX1*BFX15,BFX2*BFX2,BFX2*BFX3,BFX2*BFX4,BFX2*BFX5,BFX2*BFX6,BFX2*BFX7,BFX2*BFX8,BFX2*BFX9,BFX2*BFX10,BFX2*BFX11,BFX2*BFX12,BFX2*BFX13,BFX2*BFX14,BFX2*BFX15,BFX3*BFX3,BFX3*BFX4,BFX3*BFX5,BFX3*BFX6,BFX3*BFX7,BFX3*BFX8,BFX3*BFX9,BFX3*BFX10,BFX3*BFX11,BFX3*BFX12,BFX3*BFX13,BFX3*BFX14,BFX3*BFX15,BFX4*BFX4,BFX4*BFX5,BFX4*BFX6,BFX4*BFX7,BFX4*BFX8,BFX4*BFX9,BFX4*BFX10,BFX4*BFX11,BFX4*BFX12,BFX4*BFX13,BFX4*BFX14,BFX4*BFX15,BFX5*BFX5,BFX5*BFX6,BFX5*BFX7,BFX5*BFX8,BFX5*BFX9,BFX5*BFX10,BFX5*BFX11,BFX5*BFX12,BFX5*BFX13,BFX5*BFX14,BFX5*BFX15,BFX6*BFX6,BFX6*BFX7,BFX6*BFX8,BFX6*BFX9,BFX6*BFX10,BFX6*BFX11,BFX6*BFX12,BFX6*BFX13,BFX6*BFX14,BFX6*BFX15,BFX7*BFX7,BFX7*BFX8,BFX7*BFX9,BFX7*BFX10,BFX7*BFX11,BFX7*BFX12,BFX7*BFX13,BFX7*BFX14,BFX7*BFX15,BFX8*BFX8,BFX8*BFX9,BFX8*BFX10,BFX8*BFX11,BFX8*BFX12,BFX8*BFX13,BFX8*BFX14,BFX8*BFX15,BFX9*BFX9,BFX9*BFX10,BFX9*BFX11,BFX9*BFX12,BFX9*BFX13,BFX9*BFX14,BFX9*BFX15,BFX10*BFX10,BFX10*BFX11,BFX10*BFX12,BFX10*BFX13,BFX10*BFX14,BFX10*BFX15,BFX11*BFX11,BFX11*BFX12,BFX11*BFX13,BFX11*BFX14,BFX11*BFX15,BFX12*BFX12,BFX12*BFX13,BFX12*BFX14,BFX12*BFX15,BFX13*BFX13,BFX13*BFX14,BFX13*BFX15,BFX14*BFX14,BFX14*BFX15,BFX15*BFX15,KNO6
0,0.3803191208817143,0.3045853853162102,0.263863455461152,0.18321240485276,0.22941399304373444,0.46136223158149836,-0.01545197390130756,0.34814076404563915,0.23640249544746905,-0.09556736230876796,0.3105860263333491,0.14456694776360832,0.09056080203223753,0.43110166848043563,0.03777027957932984,0.28731532724725883,0.27938391591543726,0.3605354555336073,0.25522754916081636,0.19356199759160628,0.3362154807640558,0.14651556375597133,0.2976120200573371,0.3579472425347952,0.030615030158559292,0.2878401599925241,0.15042569189312577,0.44403385033386783,0.31045192724153053,0.2445092494744112,0.31591036765848507,0.17111463724086634,0.31866136624428415,0.15585646159176827,0.2310069963078983,0.0199402686570494,0.2892249561877975,0.2703135145035491,0.0631112842825227,0.2222747480445996,0.2616324696958355,0.15114981480224723,0.2744657301209867,0.1874264257133204,0.263606153151822,0.29894245315370427,0.3311280182684181,0.3629747242836231,0.009144936567087179,0.3319451677185649,0.2659055347069236,0.01854964447885983,0.3744022038233615,0.14303876505117463,0.17121601590876925,0.36863994878833933,0.01624031103348885,0.14002972090280288,0.07797636434634933,0.5020943996091268,-0.20426443720501708,0.28495256097269706,0.329906725956302,-0.27158506335052873,0.24878572606287544,0.029710534123561637,0.17519108674478692,0.25807052837221484,0.10498529423792419,0.16907764555157262,0.3534936955861469,-0.03215344777291315,0.2608589882142052,0.25231678448490485,-0.11892277711809018,0.25780131926642275,0.028668686735854872,0.23111827411178756,0.28534169742022536,0.11014379749843244,0.3456014102051255,0.055223907934913316,0.41453492721538265,0.41867913528294914,0.15235565582493316,0.3501474964543504,0.3356706367274629,0.39772589140241915,0.3997880144438879,0.21098649717416607,0.09499855883988688,0.17993283580084068,-0.11518368058244885,-0.02510994840484304,0.07509467287908063,0.11172991965082006,-0.14935387673956257,0.05640153818359998,-0.060885317502394454,0.36893927228070583,0.281257838373893,0.15204454851000196,0.3348002286643356,0.25640122413742766,0.25689493047644185,0.35395476145090626,0.17902445192181898,0.2551137742443182,-0.02931677109113911,0.28332087925648053,0.19370356962896246,0.1944522808947702,0.2505631325100353,0.03856954933559683,-0.1751373867332511,0.002035145147657663,-0.1437721068749799,-0.22773615268727448,-0.034629689381392756,-0.06954962249841731,0.2957018820496544,0.14758291328442305,0.3297275382864889,0.2531204917004632,0.19208799871674848,0.11075199355382609,-0.047613939828163435,0.1990185218785659,0.12011607395311066,0.05854376159846856,0.271812447103755,-0.10016643316692718,0.40336791336211586,0.21494450017063604,-0.00726556141785662,0.9999999999999998
