,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,TA5
0,-0.059924374625556165,-0.30555555555555547,-0.0014897588442470493,-0.1678133608867998,0.17133610421058545,-0.059924374625556165,-0.30555555555555547,-0.09279326721528527,-0.04228288861756085,0.20497899133932626,-0.30555555555555547,-0.3055555555555556,,-0.30555555555555547,-0.04969079601739662,-0.2345994113827132,-0.05141272476992702,-0.2626866258977055,-0.051273062132893434,0.15458024886551627,1.0
