,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,KNO6
0,0.1760331928958413,-0.03994661944279144,0.13689776281686483,0.1760331928958413,-0.06539896986985408,0.09825711111858718,-0.11298218418119783,-0.06674393578220633,0.17510231455253691,0.9999999999999998
