,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,PEERW
0,0.08468496511259618,0.15443263102843258,-0.2881780883136087,0.0184290322542654,0.0779680294039429,0.055076949379601815,-0.27870546131064666,0.038270328755382,0.13684650478130783,-0.1588362153458867,0.10570960047494686,-0.24973274434618675,-0.22758122316476886,-0.04288863134127571,1.0
